地区ID,地区名,座標点数,経度,緯度,順序
181,"新南福島１丁目",10,134.563135,34.068711,6
181,"新南福島１丁目",10,134.563182,34.068388,7
181,"新南福島１丁目",10,134.564519,34.06733,8
181,"新南福島１丁目",10,134.564265,34.066635,9
181,"新南福島１丁目",10,134.566335,34.065202,10
182,"新南福島２丁目",9,134.566996,34.068089,1
182,"新南福島２丁目",9,134.566671,34.066955,2
182,"新南福島２丁目",9,134.567633,34.066767,3
182,"新南福島２丁目",9,134.567648,34.066566,4
182,"新南福島２丁目",9,134.568868,34.066319,5
182,"新南福島２丁目",9,134.569105,34.067016,6
182,"新南福島２丁目",9,134.568875,34.067143,7
182,"新南福島２丁目",9,134.568965,34.067767,8
182,"新南福島２丁目",9,134.566996,34.068089,9
183,"末広１丁目",9,134.569468,34.061205,1
183,"末広１丁目",9,134.57,34.061918,2
183,"末広１丁目",9,134.57,34.066999,3
183,"末広１丁目",9,134.569105,34.067016,4
183,"末広１丁目",9,134.568868,34.066319,5
183,"末広１丁目",9,134.567648,34.066566,6
183,"末広１丁目",9,134.566335,34.065202,7
183,"末広１丁目",9,134.568405,34.062291,8
183,"末広１丁目",9,134.569468,34.061205,9
184,"南末広町",4,134.57,34.06073,1
184,"南末広町",4,134.57,34.061918,2
184,"南末広町",4,134.569468,34.061205,3
184,"南末広町",4,134.57,34.06073,4
185,"八万町中津山",12,134.541749,34.064263,1
185,"八万町中津山",12,134.540365,34.064259,2
185,"八万町中津山",12,134.54,34.064637,3
185,"八万町中津山",12,134.54,34.06,4
185,"八万町中津山",12,134.542246,34.06,5
185,"八万町中津山",12,134.54268,34.060706,6
185,"八万町中津山",12,134.542189,34.061401,7
185,"八万町中津山",12,134.541473,34.061516,8
185,"八万町中津山",12,134.541233,34.062485,9
185,"八万町中津山",12,134.540781,34.062756,10
185,"八万町中津山",12,134.541825,34.063861,11
185,"八万町中津山",12,134.541749,34.064263,12
